reading file: data/clsp.lblnames
256 lines, done
reading file: data/clsp.trnlbls
798 lines, done
reading file: data/clsp.endpts
798 lines, done
reading file: data/clsp.trnscr
798 lines, done
reading file: data/clsp.devlbls
393 lines, done
---- echo: 0 ----
log_likelihood ==== -564019.6755373772 per_frame_log_likelihood === -5.281824933627169
Predicted Words:  ['even', 'many', 'without', 'around', 'system', 'enough', 'carry', 'over', 'over', 'dinner', 'oily', 'morning', 'morning', 'enjoy', 'about', 'enjoy', 'never', 'enjoy', 'also', 'often', 'enjoy', 'another', 'problem', 'forces', 'morning', 'carry', 'around', 'enjoy', 'brother', 'another', 'about', 'water', 'study', 'nothing', 'away', 'money', 'system', 'greasy', 'even', 'dinner', 'enjoy', 'enjoy', 'money', 'enough', 'problem', 'children', 'along', 'before', 'people', 'carry', 'extra', 'enjoy', 'only', 'over', 'without', 'children', 'study', 'study', 'over', 'enjoy', 'many', 'before', 'before', 'along', 'forces', 'money', 'before', 'system', 'system', 'every', 'very', 'enjoy', 'system', 'problem', 'study', 'also', 'every', 'away', 'also', 'system', 'enjoy', 'dinner', 'sometimes', 'children', 'carry', 'other', 'morning', 'about', 'around', 'away', 'away', 'become', 'also', 'never', 'carry', 'money', 'enjoy', 'often', 'many', 'enjoy', 'brother', 'about', 'away', 'study', 'money', 'children', 'many', 'oily', 'enjoy', 'children', 'system', 'about', 'brother', 'enjoy', 'problem', 'eating', 'about', 'money', 'sometimes', 'water', 'only', 'enough', 'also', 'enjoy', 'people', 'enjoy', 'along', 'system', 'never', 'allow', 'very', 'carry', 'away', 'many', 'sometimes', 'morning', 'study', 'system', 'often', 'after', 'around', 'enjoy', 'enjoy', 'enjoy', 'about', 'carry', 'every', 'study', 'enjoy', 'enjoy', 'into', 'very', 'several', 'dinner', 'system', 'many', 'become', 'other', 'enjoy', 'about', 'system', 'system', 'study', 'only', 'carry', 'system', 'system', 'enjoy', 'enough', 'very', 'brother', 'without', 'dinner', 'often', 'around', 'very', 'many', 'study', 'money', 'along', 'nothing', 'forces', 'enjoy', 'morning', 'morning', 'children', 'table', 'enjoy', 'only', 'other', 'often', 'study', 'open', 'morning', 'another', 'shellfish', 'become', 'enough', 'never', 'never', 'enjoy', 'oily', 'other', 'study', 'often', 'without', 'government', 'enjoy', 'study', 'study', 'enjoy', 'enough', 'study', 'money', 'greasy', 'enjoy', 'after', 'children', 'system', 'system', 'many', 'dinner', 'before', 'very', 'children', 'many', 'sometimes', 'into', 'sometimes', 'away', 'system', 'always', 'into', 'never', 'several', 'many', 'system', 'after', 'greasy', 'morning', 'another', 'dinner', 'around', 'dinner', 'many', 'enjoy', 'money', 'system', 'study', 'enjoy', 'brother', 'dinner', 'study', 'enough', 'open', 'study', 'never', 'system', 'system', 'away', 'many', 'before', 'oily', 'another', 'away', 'about', 'every', 'always', 'greasy', 'enjoy', 'government', 'very', 'never', 'children', 'nothing', 'often', 'brother', 'system', 'many', 'system', 'children', 'study', 'extra', 'study', 'after', 'before', 'after', 'dinner', 'very', 'away', 'after', 'dinner', 'often', 'enough', 'about', 'enjoy', 'order', 'every', 'away', 'very', 'study', 'away', 'about', 'before', 'enjoy', 'enjoy', 'only', 'water', 'table', 'over', 'about', 'sometimes', 'many', 'study', 'money', 'enjoy', 'extra', 'children', 'enough', 'only', 'carry', 'enjoy', 'always', 'greasy', 'system', 'after', 'carry', 'study', 'carry', 'enjoy', 'before', 'over', 'only', 'study', 'open', 'before', 'very', 'without', 'over', 'always', 'eating', 'after', 'very', 'only', 'over', 'table', 'enjoy', 'away', 'allow', 'about', 'every', 'order', 'after', 'enjoy', 'enjoy', 'away', 'study', 'after', 'extra', 'away', 'over', 'carry', 'money', 'study', 'even', 'oily', 'often', 'enjoy', 'also', 'allow', 'away', 'also', 'along', 'many', 'very', 'without', 'enjoy', 'enjoy', 'enjoy', 'into', 'never', 'without', 'study', 'oily', 'system', 'away', 'another', 'dinner', 'before', 'away', 'very', 'enjoy', 'greasy']
Confidence:  [0.71770864 1.         1.         1.         1.         0.97326241
 1.         1.         0.62251473 1.         0.9864126  0.97168922
 1.         1.         1.         1.         1.         1.
 1.         0.5147422  1.         1.         1.         1.
 1.         1.         0.99999984 1.         0.99999997 1.
 0.99999997 1.         1.         1.         1.         0.82266336
 1.         1.         0.99999754 1.         1.         1.
 1.         1.         1.         1.         0.9997339  1.
 0.99948867 1.         1.         1.         0.99384821 0.99998407
 1.         1.         1.         1.         1.         1.
 0.99999884 1.         1.         1.         1.         0.99999902
 1.         1.         1.         0.58820349 0.98425106 1.
 1.         1.         1.         1.         1.         0.99999591
 1.         1.         1.         0.99819465 1.         1.
 1.         0.94621577 1.         1.         0.95856483 1.
 1.         1.         1.         1.         1.         0.9998756
 1.         0.84081118 0.96185918 1.         1.         1.
 1.         1.         0.53599334 1.         0.95707734 0.97908659
 1.         1.         1.         1.         1.         1.
 1.         0.54531517 1.         0.99999259 1.         1.
 0.99999611 1.         1.         1.         1.         1.
 0.99999733 1.         1.         0.54786377 0.91076238 0.99984927
 0.9967988  0.98913476 1.         0.99999998 1.         1.
 1.         1.         0.99941432 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99999989 0.91390417 1.         1.         1.         0.97674886
 0.99999996 0.54673908 1.         0.99999996 1.         1.
 1.         0.99959478 1.         1.         1.         1.
 0.99979937 0.98845769 1.         1.         1.         0.99999998
 1.         0.98859929 1.         1.         0.99999998 0.99995594
 1.         1.         1.         0.99987391 0.97191885 1.
 1.         1.         0.99882755 0.99999954 0.92319694 1.
 0.99999639 1.         1.         1.         1.         0.80999
 0.99996186 1.         1.         0.99741369 0.87365469 1.
 1.         0.69270482 1.         1.         1.         1.
 1.         0.99998208 1.         0.99780128 1.         1.
 1.         1.         1.         1.         0.98998602 1.
 0.9999963  0.99597927 1.         1.         1.         1.
 1.         1.         1.         0.97211492 1.         1.
 1.         0.99892808 1.         1.         0.99803287 0.99995294
 0.99970431 1.         1.         1.         0.99999987 1.
 0.99999999 1.         1.         1.         1.         1.
 1.         0.99979678 0.99999879 1.         0.99999997 1.
 1.         1.         1.         1.         0.98292992 1.
 1.         1.         0.99289801 1.         1.         1.
 1.         0.96044224 1.         1.         0.99994293 1.
 0.99999997 1.         1.         1.         0.99994316 1.
 1.         1.         0.99999999 0.99199128 0.9999964  1.
 0.95272053 1.         1.         0.99979121 0.99999979 1.
 1.         1.         1.         0.99652514 1.         0.99032625
 1.         1.         1.         1.         1.         1.
 0.67066795 1.         0.99999999 1.         0.9999993  0.93350562
 1.         1.         0.99931052 1.         1.         1.
 1.         1.         1.         1.         0.99990889 1.
 1.         0.99295924 1.         1.         1.         1.
 1.         0.99999948 0.80483415 1.         0.999998   1.
 0.94984847 1.         0.99471678 0.99999976 1.         0.98802608
 0.96812752 0.63038794 0.99983008 1.         1.         1.
 0.99999505 1.         0.99999992 0.99991644 1.         1.
 1.         0.99998247 1.         0.99834522 1.         1.
 0.9543707  1.         0.99999982 1.         0.99999997 0.89989971
 1.         1.         1.         0.99910127 1.         1.
 0.66527906 0.99997762 0.92045786 1.         1.         1.
 1.         1.         1.         0.99999972 1.         0.99135882
 1.         1.         0.82755206 1.         1.         1.
 1.         1.         1.        ]
---- echo: 8 ----
log_likelihood ==== -408548.2849221124 per_frame_log_likelihood === -3.8258958179717415
Saved to: data/8.mdl.pkl
Predicted Words:  ['enjoy', 'many', 'extra', 'around', 'system', 'along', 'carry', 'over', 'system', 'study', 'oily', 'enjoy', 'morning', 'enjoy', 'about', 'enjoy', 'never', 'enjoy', 'also', 'another', 'enjoy', 'another', 'enjoy', 'forces', 'dinner', 'carry', 'around', 'enjoy', 'brother', 'another', 'about', 'water', 'study', 'enjoy', 'away', 'enjoy', 'system', 'greasy', 'even', 'dinner', 'enjoy', 'enjoy', 'system', 'morning', 'people', 'children', 'along', 'before', 'study', 'carry', 'forces', 'enjoy', 'only', 'over', 'without', 'dinner', 'study', 'study', 'enjoy', 'enjoy', 'many', 'study', 'before', 'along', 'even', 'money', 'study', 'study', 'study', 'enjoy', 'enjoy', 'enjoy', 'study', 'problem', 'study', 'enjoy', 'enjoy', 'away', 'also', 'system', 'enjoy', 'dinner', 'sometimes', 'children', 'carry', 'other', 'enjoy', 'enjoy', 'only', 'away', 'away', 'become', 'also', 'never', 'study', 'money', 'enjoy', 'study', 'many', 'enjoy', 'brother', 'about', 'away', 'study', 'money', 'children', 'many', 'oily', 'enjoy', 'children', 'study', 'about', 'brother', 'enjoy', 'extra', 'eating', 'about', 'money', 'sometimes', 'children', 'only', 'enough', 'also', 'enjoy', 'people', 'enjoy', 'along', 'system', 'never', 'allow', 'very', 'carry', 'away', 'many', 'sometimes', 'morning', 'study', 'system', 'children', 'away', 'around', 'enjoy', 'enjoy', 'enjoy', 'about', 'study', 'every', 'study', 'enjoy', 'enjoy', 'into', 'system', 'several', 'dinner', 'study', 'many', 'become', 'another', 'enjoy', 'dinner', 'dinner', 'system', 'study', 'only', 'carry', 'study', 'system', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'without', 'dinner', 'often', 'around', 'very', 'many', 'study', 'money', 'along', 'enjoy', 'forces', 'enjoy', 'morning', 'morning', 'children', 'problem', 'enjoy', 'enjoy', 'other', 'study', 'study', 'open', 'nothing', 'enjoy', 'shellfish', 'study', 'enough', 'never', 'never', 'study', 'oily', 'other', 'study', 'enjoy', 'enjoy', 'study', 'enjoy', 'study', 'study', 'enjoy', 'enough', 'about', 'money', 'study', 'enjoy', 'after', 'system', 'study', 'system', 'many', 'dinner', 'before', 'very', 'enjoy', 'enjoy', 'enough', 'into', 'enough', 'along', 'enjoy', 'study', 'into', 'never', 'several', 'many', 'system', 'after', 'enjoy', 'morning', 'another', 'dinner', 'around', 'dinner', 'many', 'enjoy', 'around', 'study', 'study', 'enjoy', 'system', 'dinner', 'study', 'enough', 'open', 'study', 'never', 'study', 'system', 'away', 'system', 'enjoy', 'study', 'another', 'about', 'about', 'enjoy', 'always', 'around', 'study', 'study', 'very', 'enjoy', 'study', 'nothing', 'often', 'brother', 'system', 'shellfish', 'system', 'children', 'study', 'extra', 'study', 'after', 'shellfish', 'after', 'dinner', 'very', 'people', 'after', 'dinner', 'children', 'enough', 'about', 'enjoy', 'study', 'every', 'around', 'system', 'study', 'away', 'about', 'enjoy', 'enjoy', 'enjoy', 'only', 'study', 'table', 'dinner', 'about', 'sometimes', 'many', 'study', 'money', 'enjoy', 'extra', 'enjoy', 'enough', 'only', 'around', 'enjoy', 'morning', 'greasy', 'study', 'after', 'study', 'study', 'carry', 'enjoy', 'before', 'over', 'only', 'study', 'open', 'before', 'very', 'study', 'over', 'always', 'dinner', 'after', 'very', 'allow', 'over', 'table', 'enjoy', 'away', 'allow', 'about', 'every', 'study', 'away', 'study', 'enjoy', 'away', 'about', 'after', 'enjoy', 'about', 'enjoy', 'carry', 'money', 'study', 'even', 'children', 'often', 'enjoy', 'also', 'allow', 'about', 'children', 'along', 'many', 'enjoy', 'study', 'enjoy', 'enjoy', 'enjoy', 'into', 'never', 'without', 'study', 'enjoy', 'enjoy', 'away', 'another', 'dinner', 'before', 'away', 'about', 'enjoy', 'morning']
Confidence:  [1.         1.         1.         1.         1.         0.99968188
 1.         1.         1.         1.         0.84255048 1.
 1.         1.         1.         1.         1.         1.
 1.         0.60602902 1.         1.         1.         1.
 1.         1.         0.99999997 1.         0.99999999 1.
 0.99999996 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.99997261 1.
 1.         1.         1.         1.         0.98665613 0.99998593
 1.         1.         1.         1.         1.         1.
 0.99999875 1.         1.         1.         1.         0.99999859
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.99999624
 1.         1.         1.         0.95663591 1.         1.
 1.         0.99497446 1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.99973176
 1.         1.         0.95951143 1.         1.         1.
 1.         1.         0.50868583 1.         0.95562611 0.97870064
 1.         1.         1.         1.         1.         1.
 1.         0.96699705 1.         1.         1.         1.
 0.99999615 1.         1.         1.         1.         1.
 0.99999113 1.         1.         0.53474962 0.91192428 0.99887039
 0.9953496  0.98759866 1.         1.         1.         1.
 1.         1.         0.99913698 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.9999999  1.         1.         1.         1.         0.95671535
 1.         0.93974085 1.         1.         1.         1.
 1.         0.99979807 1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.99999999
 1.         0.98818358 1.         1.         0.99999999 0.99996778
 1.         1.         1.         0.99979392 0.51600598 1.
 1.         1.         1.         0.99999923 1.         1.
 0.99999933 1.         1.         1.         1.         0.99937292
 0.99998751 1.         1.         0.99732057 0.74916426 1.
 1.         1.         1.         1.         1.         1.
 1.         0.99998145 1.         0.99860522 1.         1.
 1.         1.         1.         1.         0.97375453 1.
 0.99999563 0.99692583 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99916659 1.         1.         1.         0.99999937
 0.98585846 1.         1.         1.         0.99999993 1.
 1.         1.         1.         1.         1.         1.
 1.         0.99782773 0.99999798 1.         0.99999995 1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.95814736 1.         1.         0.99989874 1.
 0.99999992 1.         1.         1.         0.99999998 1.
 1.         1.         1.         1.         0.99999683 1.
 0.9570848  1.         1.         0.99983403 1.         1.
 1.         1.         1.         0.99655545 1.         1.
 1.         1.         1.         1.         1.         1.
 0.62316937 1.         0.99999992 1.         0.99999993 0.99953126
 1.         1.         0.99985269 1.         1.         1.
 0.99999998 1.         1.         1.         1.         0.99999966
 1.         0.98042242 1.         1.         1.         1.
 1.         0.99999999 0.75848872 1.         0.99999742 1.
 0.99365065 1.         0.99881221 0.99999987 1.         0.93998176
 0.9689827  0.71564397 0.99970613 1.         1.         1.
 0.99999564 1.         0.99999995 1.         1.         1.
 1.         0.99998748 1.         0.99847442 1.         1.
 1.         1.         0.99999996 1.         0.99999993 1.
 1.         1.         1.         0.99944529 1.         1.
 0.81808724 0.99999006 1.         1.         1.         1.
 1.         1.         0.99999999 0.99999998 1.         1.
 1.         1.         0.84925921 1.         1.         1.
 1.         1.         1.        ]
---- echo: 9 ----
log_likelihood ==== -407904.3978607591 per_frame_log_likelihood === -3.8198660660276174
Saved to: data/9.mdl.pkl
Predicted Words:  ['enjoy', 'enjoy', 'extra', 'system', 'system', 'along', 'carry', 'enjoy', 'system', 'study', 'away', 'enjoy', 'morning', 'enjoy', 'about', 'enjoy', 'never', 'enjoy', 'study', 'another', 'enjoy', 'enjoy', 'enjoy', 'dinner', 'dinner', 'enjoy', 'system', 'enjoy', 'enjoy', 'another', 'system', 'children', 'study', 'enjoy', 'away', 'enjoy', 'enjoy', 'greasy', 'even', 'dinner', 'enjoy', 'enjoy', 'system', 'about', 'people', 'children', 'enjoy', 'before', 'study', 'carry', 'enjoy', 'enjoy', 'only', 'enjoy', 'without', 'dinner', 'study', 'study', 'enjoy', 'enjoy', 'many', 'study', 'away', 'along', 'even', 'children', 'study', 'study', 'study', 'enjoy', 'enjoy', 'enjoy', 'study', 'problem', 'study', 'enjoy', 'enjoy', 'enjoy', 'also', 'system', 'enjoy', 'dinner', 'extra', 'study', 'carry', 'other', 'enjoy', 'study', 'study', 'away', 'only', 'enjoy', 'extra', 'forces', 'study', 'money', 'study', 'study', 'many', 'enjoy', 'enjoy', 'enjoy', 'table', 'study', 'enjoy', 'enjoy', 'system', 'system', 'enjoy', 'enjoy', 'study', 'about', 'enjoy', 'enjoy', 'extra', 'eating', 'extra', 'money', 'sometimes', 'enjoy', 'enjoy', 'enough', 'dinner', 'enjoy', 'people', 'enjoy', 'enjoy', 'system', 'never', 'allow', 'very', 'carry', 'away', 'many', 'sometimes', 'enjoy', 'study', 'system', 'study', 'enjoy', 'around', 'enjoy', 'enjoy', 'enjoy', 'about', 'study', 'every', 'study', 'enjoy', 'enjoy', 'into', 'study', 'enjoy', 'dinner', 'study', 'many', 'enjoy', 'another', 'enjoy', 'dinner', 'dinner', 'system', 'study', 'only', 'carry', 'study', 'system', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'without', 'study', 'often', 'around', 'enjoy', 'only', 'study', 'money', 'along', 'enjoy', 'system', 'enjoy', 'morning', 'enjoy', 'system', 'problem', 'about', 'enjoy', 'enjoy', 'study', 'study', 'enjoy', 'nothing', 'enjoy', 'study', 'study', 'enough', 'never', 'never', 'study', 'enough', 'enjoy', 'study', 'enjoy', 'enjoy', 'study', 'enjoy', 'study', 'study', 'people', 'enough', 'about', 'enjoy', 'study', 'enjoy', 'after', 'system', 'study', 'system', 'system', 'study', 'before', 'very', 'enjoy', 'enjoy', 'enough', 'into', 'enough', 'about', 'enjoy', 'study', 'into', 'enjoy', 'people', 'many', 'system', 'enjoy', 'enjoy', 'enjoy', 'another', 'dinner', 'around', 'dinner', 'many', 'enjoy', 'around', 'study', 'study', 'enjoy', 'system', 'dinner', 'study', 'enough', 'enjoy', 'study', 'never', 'study', 'system', 'system', 'system', 'enjoy', 'study', 'another', 'about', 'about', 'enjoy', 'morning', 'enjoy', 'study', 'study', 'system', 'enjoy', 'study', 'nothing', 'often', 'brother', 'system', 'children', 'system', 'children', 'study', 'extra', 'enjoy', 'after', 'shellfish', 'enjoy', 'dinner', 'very', 'people', 'enjoy', 'dinner', 'children', 'enjoy', 'about', 'enjoy', 'study', 'enjoy', 'about', 'study', 'study', 'away', 'about', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'study', 'table', 'study', 'enjoy', 'sometimes', 'many', 'study', 'enjoy', 'enjoy', 'extra', 'enjoy', 'enough', 'system', 'enjoy', 'enjoy', 'morning', 'away', 'study', 'after', 'study', 'study', 'enjoy', 'enjoy', 'before', 'over', 'only', 'study', 'enjoy', 'forces', 'enough', 'study', 'over', 'enjoy', 'dinner', 'after', 'enjoy', 'enjoy', 'over', 'table', 'enjoy', 'about', 'enjoy', 'about', 'enjoy', 'study', 'away', 'study', 'enjoy', 'enough', 'about', 'after', 'enjoy', 'about', 'enjoy', 'enjoy', 'money', 'study', 'even', 'children', 'often', 'enjoy', 'enjoy', 'system', 'about', 'enjoy', 'enjoy', 'many', 'enjoy', 'study', 'dinner', 'enjoy', 'enjoy', 'into', 'never', 'without', 'study', 'enjoy', 'nothing', 'away', 'enjoy', 'dinner', 'study', 'away', 'about', 'enjoy', 'morning']
Confidence:  [1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.58047619 1.
 1.         1.         1.         1.         0.99999999 1.
 1.         0.88371096 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99999832 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.96782743 1.
 1.         1.         1.         1.         1.         1.
 0.99999866 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.56492165 1.         1.
 1.         0.99994034 1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.9994453
 1.         1.         0.9565665  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.9988963  1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.52162916 0.91334022 0.99474373
 0.99505198 0.98627824 1.         1.         1.         1.
 1.         1.         0.99941019 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99999992 1.         1.         1.         1.         0.93115119
 1.         0.99564307 1.         1.         1.         1.
 1.         0.99988004 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.99997446
 1.         1.         1.         0.99971702 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.9999954
 0.99999727 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99998196 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99999613 0.99746856 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99933485 1.         1.         1.         1.
 0.6181135  1.         1.         1.         0.99999996 1.
 1.         1.         1.         1.         1.         1.
 1.         0.9816387  1.         1.         0.99999991 1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.99979426 1.
 0.99999939 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.95916646 1.         1.         0.99990994 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.99999946 1.         1.         0.99997769
 1.         1.         1.         1.         1.         1.
 0.99999426 1.         1.         1.         1.         1.
 1.         0.94540633 1.         1.         1.         1.
 1.         1.         0.69838855 1.         1.         1.
 1.         1.         0.99927573 1.         1.         0.76833406
 1.         1.         0.99960641 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.99864294 1.         1.
 1.         1.         0.99999999 1.         0.99999982 1.
 1.         1.         1.         1.         1.         1.
 1.         0.9999984  1.         1.         1.         1.
 1.         1.         0.99999985 0.99999999 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.        ]
